Description,AvgMonthlySales,AvgDailySales,SalesStdDev,SafetyStock,LeadTimeDemand,ReorderPoint,AnnualDemand,EOQ
MAGIC DRAWING SLATE DOLLY GIRL ,270.31,9.010333333333334,215.95,243,126.14,369.0,3243.7200000000003,403.0
MAGIC DRAWING SLATE GO TO THE FAIR ,68.0,2.2666666666666666,66.03,74,31.73,106.0,816.0,202.0
MAGIC DRAWING SLATE LEAP FROG ,81.77,2.7256666666666667,93.76,105,38.16,143.0,981.24,221.0
MAGIC DRAWING SLATE PURDEY,363.15,12.104999999999999,349.87,393,169.47,562.0,4357.799999999999,467.0
MAGIC DRAWING SLATE SPACEBOY ,333.15,11.104999999999999,217.44,244,155.47,399.0,3997.7999999999997,447.0
MAGIC GARDEN FELT GARLAND ,38.0,1.2666666666666666,11.18,13,17.73,31.0,456.0,151.0
MAGIC SHEEP WOOL GROWING FROM PAPER,93.23,3.107666666666667,106.75,120,43.51,164.0,1118.76,237.0
MAGIC TREE -PAPER FLOWERS,69.33,2.311,87.17,98,32.35,130.0,831.96,204.0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,86.92,2.8973333333333335,82.09,92,40.56,133.0,1043.04,228.0
MAGNETS PACK OF 4 HOME SWEET HOME,107.15,3.5716666666666668,120.24,135,50.0,185.0,1285.8000000000002,254.0
MAGNETS PACK OF 4 RETRO PHOTO,90.92,3.030666666666667,87.34,98,42.43,140.0,1091.04,234.0
MAGNETS PACK OF 4 SWALLOWS,195.77,6.525666666666667,143.45,161,91.36,252.0,2349.2400000000002,343.0
MAGNETS PACK OF 4 VINTAGE COLLAGE,131.15,4.371666666666667,112.87,127,61.2,188.0,1573.8000000000002,281.0
MAGNETS PACK OF 4 VINTAGE LABELS ,94.08,3.136,100.24,113,43.9,157.0,1128.96,238.0
MAKE YOUR OWN FLOWERPOWER CARD KIT,66.69,2.223,59.02,66,31.12,97.0,800.28,200.0
MAKE YOUR OWN MONSOON CARD KIT,64.08,2.136,59.71,67,29.9,97.0,768.96,196.0
MAKE YOUR OWN PLAYTIME CARD KIT,48.31,1.6103333333333334,69.7,78,22.54,101.0,579.72,170.0
MAN FLU METAL SIGN,86.85,2.895,41.33,46,40.53,87.0,1042.1999999999998,228.0
MARIE ANTOIENETT TRINKET BOX GOLD,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
MARIE ANTOINETTE TRINKET BOX GOLD,63.2,2.106666666666667,117.36,132,29.49,161.0,758.4000000000001,195.0
MARIE ANTOINETTE TRINKET BOX SILVER,65.2,2.1733333333333333,133.0,149,30.43,179.0,782.4000000000001,198.0
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,3.5,0.11666666666666667,0.71,1,1.63,3.0,42.0,46.0
MEASURING TAPE BABUSHKA BLUE,27.83,0.9276666666666666,35.07,39,12.99,52.0,333.96,129.0
MEASURING TAPE BABUSHKA PINK,29.85,0.995,36.35,41,13.93,55.0,358.20000000000005,134.0
MEASURING TAPE BABUSHKA RED,22.8,0.76,48.84,55,10.64,66.0,273.6,117.0
MEDINA STAMPED METAL STOOL,3.3,0.11,3.13,4,1.54,6.0,39.599999999999994,44.0
MEDIUM CERAMIC TOP STORAGE JAR,8657.33,288.5776666666667,24585.02,27627,4040.09,31667.0,103887.95999999999,2279.0
MEDIUM CHINESE STYLE SCISSOR,66.2,2.2066666666666666,87.27,98,30.89,129.0,794.4000000000001,199.0
MEDIUM MEDINA STAMPED METAL BOWL ,22.85,0.7616666666666667,16.85,19,10.66,30.0,274.20000000000005,117.0
MEDIUM PARLOUR FRAME ,22.0,0.7333333333333333,,0,10.27,10.0,264.0,115.0
MEDIUM PARLOUR PICTURE FRAME ,45.33,1.511,35.47,40,21.15,61.0,543.96,165.0
MEDIUM PINK BUDDHA HEAD ,5.22,0.174,4.15,5,2.44,7.0,62.64,56.0
MEDIUM WHITE/PINK ROSE ART FLOWER,21.17,0.7056666666666668,16.85,19,9.88,29.0,254.04000000000002,113.0
MEMO BOARD COTTAGE DESIGN,105.0,3.5,70.65,79,49.0,128.0,1260.0,251.0
MEMO BOARD RETROSPOT  DESIGN,214.31,7.143666666666666,142.48,160,100.01,260.0,2571.7200000000003,359.0
METAL 4 HOOK HANGER FRENCH CHATEAU,179.25,5.975,72.09,81,83.65,165.0,2151.0,328.0
METAL BASE FOR CANDLES,5.5,0.18333333333333332,6.36,7,2.57,10.0,66.0,57.0
METAL DECORATION NAUGHTY CHILDREN ,112.0,3.7333333333333334,57.75,65,52.27,117.0,1344.0,259.0
METAL HERB GERDEN CONTAINER,8.0,0.26666666666666666,4.58,5,3.73,9.0,96.0,69.0
METAL MERRY CHRISTMAS WREATH,88.86,2.962,74.81,84,41.47,125.0,1066.32,231.0
METAL RABBIT LADDER EASTER ,18.5,0.6166666666666667,5.07,6,8.63,15.0,222.0,105.0
METAL SIGN CUPCAKE SINGLE HOOK,36.15,1.2049999999999998,69.07,78,16.87,95.0,433.79999999999995,147.0
METAL SIGN DROP YOUR PANTS,308.0,10.266666666666667,165.27,186,143.73,330.0,3696.0,430.0
METAL SIGN EMPIRE TEA,115.0,3.8333333333333335,106.94,120,53.67,174.0,1380.0,263.0
METAL SIGN HER DINNER IS SERVED ,99.23,3.307666666666667,215.61,242,46.31,288.0,1190.76,244.0
METAL SIGN HIS DINNER IS SERVED,42.08,1.4026666666666665,36.37,41,19.64,61.0,504.96,159.0
METAL SIGN NEIGHBOURHOOD WITCH ,73.08,2.436,47.13,53,34.1,87.0,876.96,209.0
METAL SIGN TAKE IT OR LEAVE IT ,283.85,9.461666666666668,375.27,422,132.46,554.0,3406.2000000000003,413.0
"METAL SIGN,CUPCAKE SINGLE HOOK",63.77,2.1256666666666666,89.9,101,29.76,131.0,765.24,196.0
METAL TUBE CHIME ON BAMBOO,97.6,3.253333333333333,166.74,187,45.55,233.0,1171.1999999999998,242.0
METALIC LEAVES BAG CHARMS,15.0,0.5,7.26,8,7.0,15.0,180.0,95.0
MIDNIGHT BLUE COPPER FLOWER NECKLAC,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8.0,0.26666666666666666,,0,3.73,4.0,96.0,69.0
MIDNIGHT BLUE GLASS/SILVER BRACELET,1.75,0.058333333333333334,0.96,1,0.82,2.0,21.0,32.0
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,3.0,0.1,2.45,3,1.4,4.0,36.0,42.0
MIDNIGHT BLUE VINTAGE EARRINGS,5.33,0.17766666666666667,2.31,3,2.49,5.0,63.96,57.0
MIDNIGHT GLAMOUR SCARF KNITTING KIT,27.7,0.9233333333333333,20.45,23,12.93,36.0,332.4,129.0
MILK BOTTLE WITH GLASS STOPPER ,9.33,0.311,6.11,7,4.35,11.0,111.96000000000001,75.0
MILK MAIDS MUG ,68.0,2.2666666666666666,53.02,60,31.73,92.0,816.0,202.0
MILK PAN BLUE POLKADOT,8.0,0.26666666666666666,6.11,7,3.73,11.0,96.0,69.0
MILK PAN PINK POLKADOT,7.8,0.26,8.56,10,3.64,14.0,93.6,68.0
MILK PAN RED RETROSPOT,23.85,0.795,17.58,20,11.13,31.0,286.20000000000005,120.0
MINI  ZINC GARDEN DECORATIONS ,117.29,3.909666666666667,239.92,270,54.74,325.0,1407.48,265.0
MINI CAKE STAND  HANGING STRAWBERY,96.0,3.2,74.77,84,44.8,129.0,1152.0,240.0
MINI CAKE STAND T-LIGHT HOLDER,122.0,4.066666666666666,117.02,132,56.93,189.0,1464.0,271.0
MINI CAKE STAND WITH HANGING CAKES,99.77,3.3256666666666663,57.25,64,46.56,111.0,1197.24,245.0
MINI FUNKY DESIGN TAPES,102.17,3.405666666666667,61.05,69,47.68,117.0,1226.04,248.0
MINI HIGHLIGHTER PENS,280.0,9.333333333333334,183.3,206,130.67,337.0,3360.0,410.0
MINI JIGSAW BAKE A CAKE ,119.67,3.989,157.23,177,55.85,233.0,1436.04,268.0
MINI JIGSAW BUNNIES,83.77,2.792333333333333,81.31,91,39.09,130.0,1005.24,224.0
MINI JIGSAW CIRCUS PARADE ,188.54,6.284666666666666,136.98,154,87.99,242.0,2262.48,336.0
MINI JIGSAW DINOSAUR ,56.77,1.8923333333333334,44.48,50,26.49,76.0,681.24,185.0
MINI JIGSAW DOLLY GIRL,217.23,7.241,129.16,145,101.37,246.0,2606.7599999999998,361.0
MINI JIGSAW GO TO THE FAIR,32.25,1.075,41.17,46,15.05,61.0,387.0,139.0
MINI JIGSAW LEAP FROG,42.36,1.412,69.7,78,19.77,98.0,508.32,159.0
MINI JIGSAW PURDEY,158.85,5.295,165.82,186,74.13,260.0,1906.1999999999998,309.0
MINI JIGSAW SPACEBOY,339.54,11.318000000000001,182.19,205,158.45,363.0,4074.4800000000005,451.0
MINI LADLE LOVE HEART PINK,20.25,0.675,12.65,14,9.45,23.0,243.0,110.0
MINI LADLE LOVE HEART RED ,52.58,1.7526666666666666,83.19,93,24.54,118.0,630.96,178.0
MINI LIGHTS WOODLAND MUSHROOMS,573.0,19.1,386.66,435,267.4,702.0,6876.0,586.0
MINI PAINT SET VINTAGE ,2005.85,66.86166666666666,906.95,1019,936.06,1955.0,24070.199999999997,1097.0
MINI PAINTED GARDEN DECORATION ,188.62,6.287333333333334,199.59,224,88.02,312.0,2263.44,336.0
MINI PLAYING CARDS BUFFALO BILL ,710.25,23.675,645.45,725,331.45,1056.0,8523.0,653.0
MINI PLAYING CARDS DOLLY GIRL ,619.0,20.633333333333333,798.44,897,288.87,1186.0,7428.0,609.0
MINI PLAYING CARDS FUN FAIR ,260.75,8.691666666666666,369.72,415,121.68,537.0,3129.0,396.0
MINI PLAYING CARDS GYMKHANA,574.5,19.15,572.68,644,268.1,912.0,6894.0,587.0
MINI PLAYING CARDS SPACEBOY ,679.5,22.65,859.24,966,317.1,1283.0,8154.0,639.0
MINI WOODEN HAPPY BIRTHDAY GARLAND,130.69,4.356333333333334,158.72,178,60.99,239.0,1568.28,280.0
MINIATURE ANTIQUE ROSE HOOK IVORY,230.0,7.666666666666667,126.38,142,107.33,249.0,2760.0,371.0
MINITURE ANTIQUE ROSE HOOK IVORY,48.0,1.6,,0,22.4,22.0,576.0,170.0
MINT DINER CLOCK,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
MINT DINER WALL CLOCK,52.14,1.738,40.84,46,24.33,70.0,625.6800000000001,177.0
MINT GREEN ROSE TOWEL,6.36,0.21200000000000002,2.8,3,2.97,6.0,76.32000000000001,62.0
MINT KITCHEN SCALES,60.92,2.030666666666667,40.37,45,28.43,73.0,731.04,191.0
MIRROR CORNICE,6.38,0.21266666666666667,2.66,3,2.98,6.0,76.56,62.0
MIRROR LOVE BIRD T-LIGHT HOLDER,28.0,0.9333333333333333,47.08,53,13.07,66.0,336.0,130.0
MIRROR MOSAIC CANDLE PLATE,30.2,1.0066666666666666,45.14,51,14.09,65.0,362.4,135.0
MIRROR MOSAIC GOBLET CANDLE HOLDER,72.29,2.409666666666667,179.8,202,33.74,236.0,867.48,208.0
MIRROR MOSAIC HURRICANE LAMP ,40.86,1.3619999999999999,90.61,102,19.07,121.0,490.32,157.0
MIRROR MOSAIC T-LIGHT HOLDER ,153.3,5.11,452.21,508,71.54,580.0,1839.6000000000001,303.0
MIRROR MOSAIC T-LIGHT HOLDER ROUND,145.62,4.854,325.58,366,67.96,434.0,1747.44,296.0
MIRROR MOSAIC VOTIVE HOLDER,76.09,2.5363333333333333,197.38,222,35.51,258.0,913.08,214.0
MIRRORED DISCO BALL ,49.54,1.6513333333333333,43.93,49,23.12,72.0,594.48,172.0
MIRRORED DOVE WALL DECORATION,12.62,0.42066666666666663,10.58,12,5.89,18.0,151.44,87.0
MIRRORED WALL ART FOXY,5.0,0.16666666666666666,2.65,3,2.33,5.0,60.0,55.0
MIRRORED WALL ART GENTS,14.82,0.494,14.6,16,6.92,23.0,177.84,94.0
MIRRORED WALL ART LADIES,16.1,0.5366666666666667,15.23,17,7.51,25.0,193.20000000000002,98.0
MIRRORED WALL ART PHOTO FRAMES,3.0,0.1,2.07,2,1.4,3.0,36.0,42.0
MIRRORED WALL ART POPPIES,25.0,0.8333333333333334,24.05,27,11.67,39.0,300.0,122.0
MIRRORED WALL ART SKULLS,26.73,0.891,23.5,26,12.47,38.0,320.76,127.0
MIRRORED WALL ART SNOWFLAKES,72.43,2.4143333333333334,24.21,27,33.8,61.0,869.1600000000001,208.0
MIRRORED WALL ART SPLODGES,10.89,0.36300000000000004,9.37,11,5.08,16.0,130.68,81.0
MIRRORED WALL ART STARS,34.8,1.16,23.47,26,16.24,42.0,417.59999999999997,144.0
MIRRORED WALL ART TABLE LAMP,8.38,0.2793333333333334,4.57,5,3.91,9.0,100.56,71.0
MISELTOE HEART WREATH ,40.0,1.3333333333333333,28.28,32,18.67,51.0,480.0,155.0
MISELTOE HEART WREATH CREAM,240.0,8.0,,0,112.0,112.0,2880.0,379.0
MISELTOE HEART WREATH WHITE,39.0,1.3,29.7,33,18.2,51.0,468.0,153.0
MISTLETOE HEART WREATH CREAM,64.0,2.1333333333333333,60.55,68,29.87,98.0,768.0,196.0
MISTLETOE HEART WREATH GREEN,104.75,3.4916666666666667,110.84,125,48.88,174.0,1257.0,251.0
MIXED NUTS LIGHT GREEN BOWL,93.8,3.1266666666666665,118.47,133,43.77,177.0,1125.6,237.0
MOBILE VINTAGE HEARTS ,12.75,0.425,8.53,10,5.95,16.0,153.0,87.0
MOCK LOBSTER FRIDGE MAGNET,29.56,0.9853333333333333,20.29,23,13.79,37.0,354.71999999999997,133.0
MODERN FLORAL STATIONERY SET,93.77,3.1256666666666666,107.94,121,43.76,165.0,1125.24,237.0
MODERN VINTAGE COTTON SHOPPING BAG,7.33,0.24433333333333335,6.66,7,3.42,10.0,87.96000000000001,66.0
MONEY BOX BISCUITS DESIGN,18.0,0.6,14.12,16,8.4,24.0,216.0,104.0
MONEY BOX CONFECTIONERY DESIGN,12.45,0.415,12.19,14,5.81,20.0,149.39999999999998,86.0
MONEY BOX FIRST ADE DESIGN,8.5,0.2833333333333333,6.8,8,3.97,12.0,102.0,71.0
MONEY BOX FIRST AID DESIGN,8.6,0.2866666666666667,9.07,10,4.01,14.0,103.19999999999999,72.0
MONEY BOX HOUSEKEEPING DESIGN,17.15,0.5716666666666667,21.23,24,8.0,32.0,205.79999999999998,101.0
MONEY BOX KINGS CHOICE DESIGN,24.54,0.818,23.82,27,11.45,38.0,294.48,121.0
MONEY BOX POCKET MONEY DESIGN,26.69,0.8896666666666667,22.87,26,12.46,38.0,320.28000000000003,127.0
MONSTERS STENCIL CRAFT,107.54,3.5846666666666667,72.79,82,50.19,132.0,1290.48,254.0
MONTANA DIAMOND CLUSTER EARRINGS,6.0,0.2,,0,2.8,3.0,72.0,60.0
MOODY BOY  DOOR HANGER ,85.31,2.8436666666666666,98.32,110,39.81,150.0,1023.72,226.0
MOODY GIRL DOOR HANGER ,109.77,3.659,125.24,141,51.23,192.0,1317.24,257.0
MOP PENDANT SHELL NECKLACE,4.5,0.15,2.12,2,2.1,4.0,54.0,52.0
MORE BUTTER METAL SIGN ,52.69,1.7563333333333333,46.03,52,24.59,77.0,632.28,178.0
MOROCCAN BEATEN METAL DISH,3.5,0.11666666666666667,1.29,1,1.63,3.0,42.0,46.0
MOROCCAN BEATEN METAL DISH LARGE,1.83,0.061000000000000006,1.17,1,0.85,2.0,21.96,33.0
MOROCCAN BEATEN METAL MIRROR,2.0,0.06666666666666667,1.53,2,0.93,3.0,24.0,35.0
MOROCCAN TEA GLASS,380.8,12.693333333333333,209.0,235,177.71,413.0,4569.6,478.0
MOTHER'S KITCHEN SPOON REST ,19.78,0.6593333333333333,15.82,18,9.23,27.0,237.36,109.0
MOTORING TISSUE BOX,152.33,5.077666666666667,180.64,203,71.09,274.0,1827.96,302.0
MOUSE TOY WITH PINK T-SHIRT,25.77,0.859,15.5,17,12.03,29.0,309.24,124.0
MOUSEY LONG LEGS SOFT TOY,3.62,0.12066666666666667,2.62,3,1.69,5.0,43.44,47.0
MR ROBOT SOFT TOY,16.23,0.541,25.26,28,7.57,36.0,194.76,99.0
MRS ROBOT SOFT TOY,11.0,0.36666666666666664,18.57,21,5.13,26.0,132.0,81.0
MULTI COLOUR SILVER T-LIGHT HOLDER,790.69,26.356333333333335,425.73,478,368.99,847.0,9488.28,689.0
MULTI HEARTS  STICKERS,19.25,0.6416666666666667,24.42,27,8.98,36.0,231.0,107.0
MULTICOLOUR  CONFETTI IN TUBE,34.71,1.157,28.26,32,16.2,48.0,416.52,144.0
MULTICOLOUR 3D BALLS GARLAND,16.08,0.5359999999999999,10.19,11,7.5,18.0,192.95999999999998,98.0
MULTICOLOUR EASTER RABBIT ,6.67,0.22233333333333333,5.03,6,3.11,9.0,80.03999999999999,63.0
MULTICOLOUR HONEYCOMB FAN,87.85,2.9283333333333332,84.05,94,41.0,135.0,1054.1999999999998,230.0
MULTICOLOUR HONEYCOMB PAPER GARLAND,91.82,3.0606666666666666,98.31,110,42.85,153.0,1101.84,235.0
MULTICOLOUR POLKADOT PLATE,12.0,0.4,,0,5.6,6.0,144.0,85.0
MULTICOLOUR RABBIT EGG WARMER,25.62,0.854,24.05,27,11.96,39.0,307.44,124.0
MULTICOLOUR SPRING FLOWER MUG,170.17,5.672333333333333,136.59,153,79.41,232.0,2042.04,320.0
MUM'S KITCHEN CLOCK,10.4,0.3466666666666667,7.83,9,4.85,14.0,124.80000000000001,79.0
MUMMY MOUSE RED GINGHAM RIBBON,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
MURANO STYLE GLASS BRACELET BLACK,2.0,0.06666666666666667,1.41,2,0.93,3.0,24.0,35.0
MURANO STYLE GLASS BRACELET GOLD,2.33,0.07766666666666668,1.15,1,1.09,2.0,27.96,37.0
MURANO STYLE GLASS BRACELET RED,3.0,0.1,0.0,0,1.4,1.0,36.0,42.0
MUSICAL ZINC HEART DECORATION ,227.18,7.572666666666667,359.88,404,106.02,510.0,2726.16,369.0
Manual,551.77,18.392333333333333,1070.65,1203,257.49,1460.0,6621.24,575.0
N0 SINGING METAL SIGN,399.0,13.3,410.72,462,186.2,648.0,4788.0,489.0
NAMASTE SWAGAT INCENSE,186.69,6.223,211.1,237,87.12,324.0,2240.2799999999997,335.0
NATURAL HANGING QUILTED HEARTS ,286.4,9.546666666666665,234.15,263,133.65,397.0,3436.7999999999997,415.0
NATURAL SLATE CHALKBOARD LARGE ,111.69,3.723,45.18,51,52.12,103.0,1340.28,259.0
NATURAL SLATE HEART CHALKBOARD ,652.31,21.743666666666666,129.97,146,304.41,450.0,7827.719999999999,626.0
NATURAL SLATE RECTANGLE CHALKBOARD,223.92,7.4639999999999995,91.67,103,104.5,208.0,2687.04,367.0
NECKLACE+BRACELET PINK BUTTERFLY,5.6,0.18666666666666665,4.56,5,2.61,8.0,67.19999999999999,58.0
NECKLACE+BRACELET SET BLUE BLOSSOM,2.67,0.089,2.08,2,1.25,3.0,32.04,40.0
NECKLACE+BRACELET SET BLUE HIBISCUS,4.0,0.13333333333333333,4.64,5,1.87,7.0,48.0,49.0
NECKLACE+BRACELET SET FRUIT SALAD ,2.17,0.07233333333333333,1.6,2,1.01,3.0,26.04,36.0
NECKLACE+BRACELET SET PINK DAISY,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
NEW BAROQUE B'FLY NECKLACE CRYSTAL,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
NEW BAROQUE B'FLY NECKLACE GREEN,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
NEW BAROQUE B'FLY NECKLACE PINK,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
NEW BAROQUE B'FLY NECKLACE RED,2.0,0.06666666666666667,0.0,0,0.93,1.0,24.0,35.0
NEW BAROQUE BLACK BOXES,1.0,0.03333333333333333,0.0,0,0.47,0.0,12.0,24.0
NEW BAROQUE BLACK PHOTO ALBUM,5.2,0.17333333333333334,5.63,6,2.43,8.0,62.400000000000006,56.0
NEW BAROQUE JEWELLERY BOX ,5.33,0.17766666666666667,4.15,5,2.49,7.0,63.96,57.0
NEW BAROQUE LARGE NECKLACE BLK/WHIT,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
NEW BAROQUE SMALL NECKLACE BLACK,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
NEW ENGLAND MUG W GIFT BOX,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
NEWSPAPER STAND,25.0,0.8333333333333334,,0,11.67,12.0,300.0,122.0
NINJA RABBIT BLACK,10.55,0.3516666666666667,11.61,13,4.92,18.0,126.60000000000001,80.0
NINJA RABBIT PINK,8.42,0.2806666666666667,5.38,6,3.93,10.0,101.03999999999999,71.0
NO JUNK MAIL METAL SIGN,178.5,5.95,224.29,252,83.3,335.0,2142.0,327.0
NO SINGING METAL SIGN,421.45,14.048333333333334,262.98,296,196.68,493.0,5057.4,503.0
NOEL GARLAND PAINTED ZINC ,198.6,6.62,204.84,230,92.68,323.0,2383.2,345.0
NOEL WOODEN BLOCK LETTERS ,30.27,1.009,26.03,29,14.13,43.0,363.24,135.0
NOVELTY BISCUITS CAKE STAND 3 TIER,28.15,0.9383333333333332,21.74,24,13.14,37.0,337.79999999999995,130.0
NUMBER TILE COTTAGE GARDEN 0 ,6.75,0.225,4.8,5,3.15,8.0,81.0,64.0
NUMBER TILE COTTAGE GARDEN 1,5.75,0.19166666666666668,5.66,6,2.68,9.0,69.0,59.0
NUMBER TILE COTTAGE GARDEN 2,6.09,0.20299999999999999,5.66,6,2.84,9.0,73.08,60.0
NUMBER TILE COTTAGE GARDEN 3 ,7.43,0.24766666666666665,4.89,5,3.47,8.0,89.16,67.0
NUMBER TILE COTTAGE GARDEN 4,6.88,0.22933333333333333,6.88,8,3.21,11.0,82.56,64.0
NUMBER TILE COTTAGE GARDEN 5,6.71,0.22366666666666665,5.5,6,3.13,9.0,80.52,63.0
NUMBER TILE COTTAGE GARDEN 6,7.71,0.257,4.79,5,3.6,9.0,92.52,68.0
NUMBER TILE COTTAGE GARDEN 7,6.38,0.21266666666666667,5.26,6,2.98,9.0,76.56,62.0
NUMBER TILE COTTAGE GARDEN 8,7.43,0.24766666666666665,5.06,6,3.47,9.0,89.16,67.0
NUMBER TILE COTTAGE GARDEN 9,8.0,0.26666666666666666,5.63,6,3.73,10.0,96.0,69.0
NUMBER TILE COTTAGE GARDEN No,7.43,0.24766666666666665,2.94,3,3.47,6.0,89.16,67.0
NUMBER TILE VINTAGE FONT 0,8.86,0.29533333333333334,11.77,13,4.13,17.0,106.32,73.0
NUMBER TILE VINTAGE FONT 1,9.0,0.3,10.94,12,4.2,16.0,108.0,73.0
NUMBER TILE VINTAGE FONT 2,9.88,0.32933333333333337,10.7,12,4.61,17.0,118.56,77.0
NUMBER TILE VINTAGE FONT 3,7.55,0.25166666666666665,10.21,11,3.52,15.0,90.6,67.0
NUMBER TILE VINTAGE FONT 4,8.67,0.289,10.38,12,4.05,16.0,104.03999999999999,72.0
NUMBER TILE VINTAGE FONT 5,7.5,0.25,10.1,11,3.5,14.0,90.0,67.0
NUMBER TILE VINTAGE FONT 6 ,9.88,0.32933333333333337,10.64,12,4.61,17.0,118.56,77.0
NUMBER TILE VINTAGE FONT 7,8.22,0.274,10.37,12,3.84,16.0,98.64000000000001,70.0
NUMBER TILE VINTAGE FONT 8,8.25,0.275,11.32,13,3.85,17.0,99.0,70.0
NUMBER TILE VINTAGE FONT 9 ,9.0,0.3,11.7,13,4.2,17.0,108.0,73.0
NUMBER TILE VINTAGE FONT No ,29.4,0.98,39.6,45,13.72,59.0,352.79999999999995,133.0
NURSE'S BAG SOFT TOY,8.5,0.2833333333333333,8.12,9,3.97,13.0,102.0,71.0
"NURSERY A,B,C PAINTED LETTERS",16.0,0.5333333333333333,24.33,27,7.47,34.0,192.0,98.0
Next Day Carriage,9.88,0.32933333333333337,6.85,8,4.61,13.0,118.56,77.0
OCEAN SCENT CANDLE IN JEWELLED BOX,80.67,2.689,155.61,175,37.65,213.0,968.04,220.0
OCEAN STRIPE HAMMOCK ,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
OFFICE MUG WARMER BLACK+SILVER ,81.08,2.7026666666666666,110.94,125,37.84,163.0,972.96,221.0
OFFICE MUG WARMER CHOC+BLUE,39.77,1.3256666666666668,40.41,45,18.56,64.0,477.24,154.0
OFFICE MUG WARMER PINK,42.54,1.418,75.77,85,19.85,105.0,510.48,160.0
OFFICE MUG WARMER POLKADOT,38.69,1.2896666666666665,37.65,42,18.06,60.0,464.28,152.0
OLD DOC RUSSEL METAL SIGN,7.0,0.23333333333333334,8.49,10,3.27,13.0,84.0,65.0
OPEN CLOSED METAL SIGN,157.7,5.256666666666666,146.87,165,73.59,239.0,1892.3999999999999,308.0
OPIUM SCENTED VOTIVE CANDLE,93.33,3.1109999999999998,56.85,64,43.55,108.0,1119.96,237.0
ORANGE FELT VASE + FLOWERS,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
ORANGE FLOWER MUG ,4.0,0.13333333333333333,,0,1.87,2.0,48.0,49.0
ORANGE PENDANT TRIPLE SHELL NECKLAC,3.0,0.1,,0,1.4,1.0,36.0,42.0
ORANGE SCENTED SET/9 T-LIGHTS,52.09,1.7363333333333335,31.34,35,24.31,59.0,625.08,177.0
ORANGE TV TRAY TABLE ,65.86,2.195333333333333,83.81,94,30.73,125.0,790.3199999999999,199.0
ORANGE VOTIVE CANDLE,86.0,2.8666666666666667,55.54,62,40.13,102.0,1032.0,227.0
ORANGE/WHT/FUSCHIA STONES NECKLACE,6.0,0.2,,0,2.8,3.0,72.0,60.0
ORGANISER WOOD ANTIQUE WHITE ,27.8,0.9266666666666666,24.6,28,12.97,41.0,333.6,129.0
ORIENTAL RED CUSHION COVER ,3.25,0.10833333333333334,1.89,2,1.52,4.0,39.0,44.0
ORIGAMI JASMINE INCENSE/CANDLE SET,37.92,1.264,37.7,42,17.7,60.0,455.04,151.0
ORIGAMI LAVENDER INCENSE/CANDL SET ,30.25,1.0083333333333333,41.01,46,14.12,60.0,363.0,135.0
ORIGAMI OPIUM INCENSE/CANDLE SET ,59.0,1.9666666666666666,,0,27.53,28.0,708.0,188.0
ORIGAMI ROSE INCENSE IN TUBE,76.0,2.533333333333333,67.79,76,35.47,111.0,912.0,214.0
ORIGAMI ROSE INCENSE/CANDLE SET ,38.7,1.29,45.5,51,18.06,69.0,464.40000000000003,152.0
ORIGAMI SANDLEWOOD INCENSE+FLOWER,20.0,0.6666666666666666,21.34,24,9.33,33.0,240.0,110.0
ORIGAMI SANDLEWOOD INCENSE/CAND SET,36.5,1.2166666666666666,41.5,47,17.03,64.0,438.0,148.0
ORIGAMI VANILLA INCENSE CONES,25.67,0.8556666666666667,35.4,40,11.98,52.0,308.04,124.0
ORIGAMI VANILLA INCENSE/CANDLE SET ,22.5,0.75,27.22,31,10.5,42.0,270.0,116.0
OVAL  MINI PORTRAIT FRAME,107.67,3.589,69.53,78,50.25,128.0,1292.04,254.0
OVEN MITT APPLES DESIGN,99.85,3.328333333333333,52.63,59,46.6,106.0,1198.1999999999998,245.0
OVERNIGHT BAG VINTAGE ROSE PAISLEY,20.33,0.6776666666666666,12.91,15,9.49,24.0,243.95999999999998,110.0
OWL DOORSTOP,37.62,1.254,36.84,41,17.56,59.0,451.43999999999994,150.0
OYSTER TRINKET BOX,5.33,0.17766666666666667,8.6,10,2.49,12.0,63.96,57.0
PACK 20 DOLLY PEGS,60.5,2.0166666666666666,39.0,44,28.23,72.0,726.0,191.0
